"country_of_residence","inputstate","res_region","res_division","votereg","ND_votereg","inputregstate","reg_region","reg_division","birthyr","age5","state_election_type","primaryvote","partyvote","ENTHUSIM","gnddirect","CHOICE20_MD1_1","CHOICE20_MD1_2","CHOICE20_MD1_3","CHOICE20_MD1_4","CHOICE20_MD1_5","CHOICE20_MD2_1","CHOICE20_MD2_2","CHOICE20_MD2_3","CHOICE20_MD2_4","CHOICE20_MD2_5","CHOICE20_MD3_1","CHOICE20_MD3_2","CHOICE20_MD3_3","CHOICE20_MD3_4","CHOICE20_MD3_5","CHOICE20_MD4_1","CHOICE20_MD4_2","CHOICE20_MD4_3","CHOICE20_MD4_4","CHOICE20_MD4_5","CHOICE20_MD5_1","CHOICE20_MD5_2","CHOICE20_MD5_3","CHOICE20_MD5_4","CHOICE20_MD5_5","CHOICE20_MD6_1","CHOICE20_MD6_2","CHOICE20_MD6_3","CHOICE20_MD6_4","CHOICE20_MD6_5","CHOICE20_MD7_1","CHOICE20_MD7_2","CHOICE20_MD7_3","CHOICE20_MD7_4","CHOICE20_MD7_5","CHOICE20_MD8_1","CHOICE20_MD8_2","CHOICE20_MD8_3","CHOICE20_MD8_4","CHOICE20_MD8_5","CHOICE20_MD9_1","CHOICE20_MD9_2","CHOICE20_MD9_3","CHOICE20_MD9_4","CHOICE20_MD9_5","CHOICE20_MD10_1","CHOICE20_MD10_2","CHOICE20_MD10_3","CHOICE20_MD10_4","CHOICE20_MD10_5","CHOICE20_MD11_1","CHOICE20_MD11_2","CHOICE20_MD11_3","CHOICE20_MD11_4","CHOICE20_MD11_5","CHOICE20_MD12_1","CHOICE20_MD12_2","CHOICE20_MD12_3","CHOICE20_MD12_4","CHOICE20_MD12_5","CHOICE20_MD13_1","CHOICE20_MD13_2","CHOICE20_MD13_3","CHOICE20_MD13_4","CHOICE20_MD13_5","CHOICE20_MD14_1","CHOICE20_MD14_2","CHOICE20_MD14_3","CHOICE20_MD14_4","CHOICE20_MD14_5","CHOICE20_MD15_1","CHOICE20_MD15_2","CHOICE20_MD15_3","CHOICE20_MD15_4","CHOICE20_MD15_5","CHOICE20_MD16_1","CHOICE20_MD16_2","CHOICE20_MD16_3","CHOICE20_MD16_4","CHOICE20_MD16_5","CHOICE20_MD17_1","CHOICE20_MD17_2","CHOICE20_MD17_3","CHOICE20_MD17_4","CHOICE20_MD17_5","cand_allocator_djt_1","cand_allocator_col_1","cand_allocator_wom_1","cand_allocator_yng_1","cand_allocator_m4a_1","cand_allocator_abt_1","cand_allocator_ira_1","cand_allocator_rep_1","cand_allocator_fp_1","cand_allocator_exp_1","cand_allocator_leg_1","cand_allocator_ice_1","cand_allocator_env_1","cand_allocator_min_1","cand_allocator_rur_1","cand_allocator_tax_1","cand_allocator_oil_1","cand_allocator_imp_1","app_dtrmp","turnout16","presvote16post","presvote16post_t","turnout18post","housevote18post","housevote18post_t","pid3","pid3_t","pid7","pid3_condensed","ideo5","ideo3","pp18_polactions_1","pp18_polactions_2","pp18_polactions_3","pp18_polactions_4","pp18_polactions_5","pp18_polactions_6","pp18_polactions_7","pp18_polactions_8","pp18_polactions_t","gender","educ","educ4","educ2","race","race_t","race4","race3","race2","hispanic","anychild","child18","marstat","urbancity","urbancity_t","faminc_new","faminc5","employ","job","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","newsint","religpew","religpew_t","pew_bornagain","pew_churatd","weight"
840,6,4,9,1,,6,4,9,1949,5,2,1,2,9,5,2,,,1,,,,,2,1,2,,,,1,,,,1,2,,2,,,1,2,,,,1,,,2,1,,2,,,1,,2,,1,,,1,,2,,,,2,1,,,2,1,,,,,2,1,,,,,2,,1,,,1,2,,2,,,1,,,,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,2,1,1,"__NA__",8,3,5,"__NA__",0,0,0,1,0,0,1,1,"__NA__",1,1,0.8943
840,12,3,5,1,,12,3,5,1951,5,2,1,2,5,5,2,,,1,,2,,,,1,,2,,1,,,,,1,2,2,,1,,,2,,1,,,2,,,1,,2,,,1,,2,,,1,,,,2,1,,2,,,,1,2,1,,,,2,,,,1,,2,,1,,,,,2,1,2,,,1,,,,2,1,,0,0,0,0,0,5,0,0,0,13,36,0,0,0,46,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,1,0,0,0,"__NA__",2,1,1,1,3,"__NA__",3,3,2,1,1,2,5,2,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,0.9118
840,48,3,7,1,,48,3,7,1981,2,2,4,1,8,4,2,,1,,,1,,,2,,2,,,1,,,1,2,,,,2,,1,,1,,,,2,2,,1,,,,,2,,1,1,2,,,,,,1,2,,2,1,,,,,1,2,,,1,,2,,,,2,,1,,,,2,1,,1,2,,,,,,1,2,,23,0,0,30,0,0,0,0,0,2,0,0,0,0,0,45,0,0,4,2,7,"__NA__",1,3,"__NA__",3,"__NA__",5,3,4,3,0,0,0,1,0,0,0,0,"__NA__",1,2,1,1,3,"__NA__",3,3,2,1,1,1,5,1,"__NA__",1,1,2,"__NA__",0,0,0,0,1,0,1,2,"__NA__",1,1,0.4181
840,45,3,5,1,,45,3,5,1989,2,2,3,3,10,3,,2,,1,,,,1,2,,1,,2,,,,2,,1,,,2,1,,,,1,,,2,1,2,,,,2,,,1,,1,2,,,,,2,1,,,1,,,,2,2,,,,1,1,,,2,,,2,1,,,,2,,1,,,,1,,2,,,,2,1,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,2,1,1,"__NA__",1,1,"__NA__",5,"__NA__",8,3,6,2,0,1,0,0,0,0,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,1,1,3,"__NA__",4,2,7,"__NA__",1,0,0,0,0,0,3,11,"__NA__",1,5,0.6844
840,32,4,8,1,,32,4,8,1995,1,1,3,3,5,3,,,,1,2,,,1,,2,,,2,1,,,1,,2,,2,1,,,,,,1,,2,2,,,,1,,,,1,2,,1,2,,,,1,2,,,2,,,1,,,,1,,2,2,1,,,,2,,,1,,,,1,,2,,,2,1,,1,,2,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,"__NA__",2,,"__NA__",5,"__NA__",4,3,6,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,6,"__NA__",4,1,2,2,2,2,5,1,"__NA__",1,1,4,"__NA__",0,0,0,0,1,0,4,1,"__NA__",2,5,1.6289
840,12,3,5,1,,12,3,5,1977,2,2,1,1,7,1,,,,1,2,1,,,,2,,1,,,2,1,,2,,,,,,2,1,,2,,,1,1,,,2,,1,,,,2,,2,1,,,,2,,1,,1,,,2,,2,,,1,,,2,,,1,1,,,2,,,1,,2,,1,,2,,,,,2,,1,0,0,0,3,0,0,0,0,0,0,0,12,25,1,0,59,0,0,4,2,7,"__NA__",1,1,"__NA__",1,"__NA__",1,1,5,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,1,2,5,1,"__NA__",3,1,2,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,4,0.2016
840,25,1,1,1,,25,1,1,1998,1,2,3,3,7,2,,1,,,2,1,,,,2,2,,1,,,,,1,,2,,,,1,2,,1,,2,,1,,2,,,1,,2,,,,1,,,2,1,2,,,,1,,,,2,,,1,,2,,1,,2,,,1,,2,,,2,,,1,1,,,2,,,2,,,1,0,0,0,0,19,0,0,0,0,0,11,0,24,0,12,8,26,0,5,2,,"__NA__",2,,"__NA__",3,"__NA__",4,3,3,2,0,1,0,0,0,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",8,3,1,"__NA__",0,0,0,0,1,0,2,10,"__NA__",,2,1.6674
840,12,3,5,1,,12,3,5,1978,2,2,5,2,10,5,,2,1,,,,2,,1,,,2,1,,,2,,,1,,2,,,1,,,,2,,1,2,1,,,,,,2,,1,2,,,1,,,2,1,,,2,,1,,,2,,,1,,,2,1,,,2,,,,1,,2,,,1,2,,,,1,,,2,1,,0,0,0,0,0,0,0,0,24,0,0,0,0,0,76,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,0,1,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,4,"__NA__",4,2,5,"__NA__",0,0,0,1,0,0,1,11,"__NA__",2,6,1.1204
840,31,2,4,1,,31,2,4,1969,3,2,1,2,10,5,2,,,1,,1,2,,,,2,,,,1,,,,1,2,,1,,2,,,,2,,1,,1,2,,,,,,1,2,2,1,,,,1,,2,,,1,2,,,,2,,,,1,2,,,1,,1,,,2,,,2,,,1,2,,1,,,,,2,1,,0,0,0,0,0,0,0,51,0,0,0,0,0,0,49,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,1,1,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",8,3,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,5,1.4944
840,48,3,7,1,,48,3,7,1970,3,2,3,3,2,6,,,1,,2,,2,1,,,,1,2,,,2,1,,,,1,,,2,,,1,2,,,2,,1,,,2,,1,,,2,,,,1,1,,,,2,,,,1,2,,2,1,,,1,,2,,,,,1,2,,2,,1,,,,2,1,,,1,,,,2,1,4,7,5,6,4,1,4,4,5,9,5,5,4,5,23,4,4,4,2,7,"__NA__",2,,"__NA__",3,"__NA__",8,3,1,1,0,0,0,0,0,0,0,1,"__NA__",1,1,1,1,1,"__NA__",1,1,1,2,2,2,3,4,"__NA__",2,1,6,"__NA__",0,0,0,0,1,0,7,11,"__NA__",2,6,0.9012
840,30,4,8,1,,30,4,8,1964,4,2,1,2,10,5,,2,,1,,1,2,,,,1,2,,,,,2,,,1,2,,,,1,,,2,,1,1,2,,,,1,,2,,,2,,,,1,1,,,2,,1,,,2,,2,,1,,,,,2,,1,,1,,,2,,2,,1,,1,,2,,,2,,,,1,0,0,0,0,0,0,10,10,10,0,10,0,10,30,10,10,0,0,1,2,7,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,1,3,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,3,12,"__NA__",2,2,0.7712
840,32,4,8,1,,32,4,8,1976,2,1,4,1,10,2,,,1,2,,1,2,,,,,2,,1,,,,,1,2,1,2,,,,,,2,1,,,,1,,2,,1,2,,,,1,,2,,1,,,2,,,1,,,2,,,,1,2,,2,1,,,,2,,,1,1,2,,,,,1,,2,,,1,,2,,91,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,1,10,"__NA__",2,6,0.888
840,25,1,1,1,,25,1,1,1969,3,2,2,3,5,6,1,,2,,,1,2,,,,,2,,1,,,2,1,,,1,2,,,,,2,,1,,1,2,,,,,1,2,,,,2,1,,,2,1,,,,2,1,,,,,,1,,2,2,,,,1,1,2,,,,,2,1,,,2,,,1,,2,1,,,,0,0,0,0,0,0,0,69,8,23,0,0,0,0,0,0,0,0,3,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",6,2,9,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,6,1.3185
840,37,3,5,1,,37,3,5,1988,2,2,1,3,5,6,,1,,,2,,,2,,1,,1,2,,,,,,2,1,,,2,,1,,,1,2,,2,,1,,,,,1,2,,1,2,,,,1,2,,,,2,,1,,,,1,2,,,,,2,,1,,,1,2,,,,,1,2,2,,,,1,,,1,2,,64,0,0,0,8,3,0,0,0,0,2,0,0,23,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",5,"__NA__",8,3,6,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,1,1,5,1,"__NA__",3,1,4,"__NA__",0,0,0,0,1,0,3,11,"__NA__",2,4,1.0535
840,47,3,6,1,,47,3,6,1964,4,2,1,2,10,5,,2,,1,,1,,2,,,2,,,1,,1,2,,,,2,,,,1,2,,,,1,1,,,,2,,2,1,,,2,,,,1,,,2,,1,1,2,,,,2,1,,,,,,,2,1,1,,,2,,,2,1,,,2,,,,1,2,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,1,0,1,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,3,4,"__NA__",7,3,9,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,5,1.3319
840,39,2,3,1,,39,2,3,1997,1,2,2,1,10,4,2,,,1,,2,1,,,,,2,,1,,2,,,,1,,2,1,,,,,1,,2,2,,,1,,,1,,,2,1,2,,,,1,,2,,,1,,,2,,1,,,2,,,1,,,2,1,,2,,,1,,,2,,1,,2,,,,1,,2,,0,0,10,0,4,3,12,0,6,26,2,15,5,5,4,0,4,4,1,1,2,"__NA__",1,1,"__NA__",1,"__NA__",2,1,4,3,1,0,0,0,0,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",12,5,2,"__NA__",0,0,1,0,0,0,2,6,"__NA__",1,3,3.2011
840,42,1,2,1,,42,1,2,1968,3,2,3,3,2,2,,,,2,1,1,2,,,,,,1,2,,2,,,,1,1,,,2,,,,,2,1,1,2,,,,2,,,1,,,,1,,2,2,,,1,,,2,,,1,,1,2,,,,,1,,2,1,2,,,,,2,,,1,2,,,1,,,2,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3,1,2,"__NA__",2,,"__NA__",2,"__NA__",6,2,6,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,7,1,"__NA__",2,3,1.3185
840,36,1,2,1,,36,1,2,1972,3,2,1,2,9,2,,2,,1,,,,,2,1,,2,,,1,,2,,,1,,2,,,1,2,,,,1,2,1,,,,2,,,1,,2,,,,1,,2,,,1,,2,1,,,2,1,,,,,2,,,1,1,,2,,,,2,1,,,2,,,,1,2,,,1,,0,1,20,5,5,0,1,0,15,0,5,0,10,25,8,0,5,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,1,0,0,0,0,0,"__NA__",1,1,1,1,1,"__NA__",1,1,1,2,2,2,5,3,"__NA__",2,1,4,"__NA__",0,0,0,0,1,0,2,2,"__NA__",,5,1.3185
840,48,3,7,1,,48,3,7,1982,2,2,1,1,10,1,2,,,1,,1,2,,,,1,2,,,,2,,1,,,,2,1,,,1,2,,,,1,,,2,,1,,2,,,1,,2,,,2,,,1,,1,2,,,,1,,2,,,,,2,,1,2,1,,,,2,1,,,,1,,2,,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,0,0,0,4,1,1,"__NA__",2,,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,1,6,1,"__NA__",3,1,7,"__NA__",0,0,0,0,1,0,3,11,"__NA__",1,5,0.5445
840,48,3,7,1,,48,3,7,1955,4,2,3,2,8,2,2,,,1,,1,2,,,,2,,,,1,,,2,1,,,,,2,1,2,,,,1,1,,,2,,,,2,,1,2,1,,,,,,,2,1,1,,2,,,,1,2,,,2,,,1,,1,2,,,,,2,,,1,2,,,1,,,,1,,2,3,4,4,9,0,9,6,22,6,0,0,0,0,16,0,16,5,0,1,2,7,"__NA__",2,,"__NA__",2,"__NA__",7,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,1,1,1,3,"__NA__",3,3,2,1,2,2,1,4,"__NA__",3,1,5,"__NA__",0,0,0,0,1,0,3,2,"__NA__",1,4,0.379
840,36,1,2,1,,36,1,2,1979,2,2,1,3,5,6,,1,,2,,,1,,2,,1,2,,,,2,1,,,,2,,1,,,1,,,2,,,,1,,2,,1,,2,,1,2,,,,,2,,1,,2,,,,1,2,,,1,,,,1,2,,,,2,,1,,,1,2,,2,,,1,,,1,,2,,8,0,0,47,0,0,0,0,0,0,42,0,0,0,0,3,0,0,5,1,1,"__NA__",1,1,"__NA__",5,"__NA__",8,3,6,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,6,"__NA__",4,1,2,1,2,2,6,1,"__NA__",3,1,8,"__NA__",0,0,0,0,0,1,7,11,"__NA__",2,6,0.4703
840,12,3,5,1,,12,3,5,1964,4,2,1,2,6,5,,2,,,1,2,,,,1,,2,,,1,1,,,,2,2,,,,1,,,2,,1,2,,,1,,,2,,,1,2,,,,1,,,,2,1,2,,1,,,2,,,1,,,2,,,1,2,,,,1,1,2,,,,2,,,,1,2,,,,1,0,0,0,10,0,30,0,50,0,0,0,0,0,0,10,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",11,4,1,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,5,1.3319
840,36,1,2,1,,36,1,2,1982,2,2,3,3,6,6,2,,,1,,2,,,1,,,,1,2,,2,,1,,,,2,1,,,2,,,1,,,2,,1,,,,,2,1,,2,,,1,,2,,,1,,1,,2,,,1,2,,,,2,,1,,,1,,2,,,,2,,1,,,1,,2,1,2,,,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,"__NA__",2,,"__NA__",5,"__NA__",4,3,4,3,0,0,0,0,0,0,0,1,"__NA__",1,1,1,1,6,"__NA__",4,1,2,2,1,1,1,1,"__NA__",9,3,2,"__NA__",0,0,0,0,1,0,3,2,"__NA__",2,5,0.4916
840,12,3,5,1,,12,3,5,1992,1,2,1,2,10,4,2,1,,,,2,,1,,,,2,1,,,2,,,,1,,2,1,,,,,1,2,,2,,,1,,2,,,,1,,,1,2,,,,2,1,,,,2,,1,1,2,,,,1,2,,,,2,,,,1,,2,,,1,2,,1,,,,,2,1,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,1,5,4,"__NA__",4,2,7,"__NA__",0,0,1,0,0,0,3,1,"__NA__",1,6,0.4657
840,6,4,9,1,,8,4,8,2000,1,1,3,3,6,6,,,2,1,,1,,,,2,2,,,1,,1,,2,,,,,2,1,,,2,,1,,,,2,1,,1,,2,,,,1,,2,,1,,2,,,1,,,2,,,1,2,,,2,,1,,,1,,,,2,2,,,,1,,,2,1,,1,,2,,,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,38,0,0,2,1,6,"__NA__",1,2,"__NA__",3,"__NA__",3,3,3,2,0,1,0,0,0,0,0,0,"__NA__",1,1,1,1,5,"__NA__",4,1,2,2,2,2,6,5,"__NA__",12,5,8,"__NA__",0,0,1,0,0,0,3,1,"__NA__",2,3,1.7662
840,34,1,2,1,,34,1,2,1996,1,2,3,1,10,4,2,1,,,,,2,,,1,1,2,,,,1,2,,,,1,2,,,,1,,,2,,2,,1,,,,1,2,,,2,,1,,,,2,,1,,2,1,,,,2,,,,1,2,,1,,,,,2,1,,,2,,1,,2,1,,,,2,,1,,,15,0,0,10,0,10,0,10,25,15,15,0,0,0,0,0,0,0,4,1,1,"__NA__",2,,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,2,2,1,2,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",2,4,0.3251
840,17,2,3,1,,17,2,3,1954,5,2,1,2,3,5,,2,,1,,1,,,2,,2,,,1,,,,2,1,,,2,1,,,2,,,,1,1,2,,,,2,,,,1,2,,1,,,,,2,1,,1,2,,,,,1,,2,,,2,1,,,1,2,,,,,2,,,1,2,,,,1,,,,1,2,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,25,0,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,1,2,"__NA__",97,6,1,"__NA__",1,0,0,0,0,0,2,12,"__NA__",1,1,3.3655
840,6,4,9,1,,6,4,9,1997,1,2,2,2,9,2,1,2,,,,1,2,,,,,1,2,,,,1,,2,,1,,,,2,,,1,,2,,1,2,,,2,,1,,,1,,,2,,2,1,,,,,2,,,1,,,1,2,,,1,,2,,1,,,,2,,2,1,,,,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,4,2,7,"__NA__",1,2,"__NA__",5,"__NA__",8,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,1,1,1,"__NA__",2,1,1,"__NA__",0,0,0,0,0,1,2,1,"__NA__",1,2,0.264
840,27,2,4,1,,27,2,4,1994,1,2,1,1,7,2,,1,2,,,1,,,2,,,1,2,,,1,,2,,,1,,,2,,,1,,,2,1,2,,,,1,,,2,,1,,,2,,,,2,1,,1,,2,,,1,,,2,,1,,,2,,1,,2,,,1,,2,,,1,,,,2,1,,,,2,0,0,0,30,10,0,0,0,0,10,0,0,0,20,10,0,10,10,4,1,1,"__NA__",2,,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,3,9,"__NA__",2,6,0.3684
840,48,3,7,1,,48,3,7,1981,2,2,2,1,8,5,2,1,,,,2,,,,1,,,2,,1,,,,1,2,2,1,,,,,2,,,1,,2,,1,,1,,2,,,,2,,,1,2,1,,,,2,,,,1,1,2,,,,1,,,,2,2,,,1,,,,2,1,,,,,1,2,2,,,1,,0,0,61,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,3,2,0,1,0,0,0,0,0,0,"__NA__",1,2,1,1,3,"__NA__",3,3,2,1,1,1,5,1,"__NA__",2,1,2,"__NA__",1,0,0,0,0,0,1,2,"__NA__",2,2,0.3383
840,42,1,2,1,,42,1,2,1959,4,2,2,2,0,5,,,,1,2,,2,,,1,1,2,,,,,2,,,1,,2,1,,,,2,,,1,2,1,,,,,,2,1,,,1,,,2,1,2,,,,2,,,,1,,1,2,,,2,,,1,,2,,,1,,,2,,,1,2,,,1,,2,,,,1,0,0,0,0,0,0,0,22,53,0,0,0,0,0,25,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,1,4,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,5,1.1505
840,13,3,5,1,,13,3,5,1994,1,2,1,1,10,1,,2,,,1,,,1,2,,2,1,,,,,,,1,2,1,2,,,,2,,1,,,1,2,,,,1,,,2,,1,,,2,,,1,2,,,,1,,2,,1,,,2,,2,1,,,,2,,1,,,,,,1,2,1,2,,,,,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,2,2,5,1,"__NA__",1,1,4,"__NA__",0,0,0,0,0,1,2,11,"__NA__",2,6,1.1326
840,51,3,5,1,,51,3,5,1985,2,2,1,1,10,6,2,1,,,,1,,,2,,1,,2,,,,,,2,1,1,,2,,,,2,,,1,,,1,,2,,1,,2,,1,,2,,,,,2,,1,,1,,2,,1,,2,,,2,,,1,,,1,,,2,,,,1,2,,1,,,2,2,,1,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,4,1,7,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,1,1,5,1,"__NA__",2,1,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,3,0.2016
840,12,3,5,1,,12,3,5,2000,1,2,2,1,8,1,,1,,2,,2,1,,,,,1,,,2,,,1,2,,2,,,,1,,1,,2,,1,,,2,,2,,1,,,,1,,2,,,,2,,1,1,2,,,,2,,1,,,,,2,,1,,2,1,,,1,,,2,,,,2,1,,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,41,33,5,3,2,7,"__NA__",2,,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,2,2,5,1,"__NA__",7,3,8,"__NA__",0,0,0,0,1,0,3,1,"__NA__",2,3,0.2016
840,12,3,5,1,,12,3,5,1963,4,2,1,2,10,1,,2,,1,,1,2,,,,,2,,1,,,2,,,1,,2,,,1,2,1,,,,,1,2,,,2,,,1,,2,,1,,,1,2,,,,,2,,,1,2,1,,,,,2,,1,,1,,,2,,,2,,,1,2,,,1,,,,2,1,,0,0,0,0,16,0,44,0,0,0,0,0,0,39,0,1,0,0,5,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,5,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,2,1,2,"__NA__",5,2,7,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,7,0.3067
840,37,3,5,1,,37,3,5,1985,2,2,3,1,7,2,1,2,,,,1,,,,2,1,2,,,,,,1,,2,1,,,2,,1,,2,,,1,,,,2,1,,2,,,1,,,2,,1,,,2,,1,,,,2,,2,1,,,,,,1,2,2,,,1,,1,,2,,,1,,2,,,1,,2,,,5,5,5,5,21,5,2,5,2,5,5,5,5,5,5,5,5,5,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,1,0,0,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,2,3,1,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,1,5,"__NA__",2,3,0.5445
840,12,3,5,1,,12,3,5,1944,5,2,1,2,10,5,2,,,1,,1,2,,,,,2,1,,,,,2,1,,,2,,1,,,2,1,,,1,,2,,,,,2,,1,2,1,,,,,,1,2,,1,2,,,,2,,,1,,,2,,1,,1,,2,,,,2,,,1,2,,,,1,2,,,,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,1,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,1,1,2,3,1,"__NA__",3,1,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,4,0.3444
